AhcpCdbEntryComputeChecksum,,,,, , 
CcTestControl,,,,, , 
FsRtlSyncVolumes,,,,, , 
NtSetInformationTransactionManager,,,,,0x0152,0x0152
NtSetInformationWorkerFactory,,,,,0x0153,0x0153
NtSetIntervalProfile,0x00e7,0x00e7,0x00e7,0x00e7,0x0154,0x0154
NtSetIoCompletion,0x00e8,0x00e8,0x00e8,0x00e8,0x0155,0x0155
NtSetIoCompletionEx,,,,,0x0156,0x0156
NtSetLdtEntries,0x00e9,0x00e9,0x00e9,0x00e9,0x0157,0x0157
NtSetLowEventPair,0x00ea,0x00ea,0x00ea,0x00ea,0x0158,0x0158
NtSetLowWaitHighEventPair,0x00eb,0x00eb,0x00eb,0x00eb,0x0159,0x0159
NtSetLowWaitHighThread,,,,, , 
NtSetQuotaInformationFile,0x00ec,0x00ec,0x00ec,0x00ec,0x015a,0x015a
NtSetSecurityObject,0x00ed,0x00ed,0x00ed,0x00ed,0x015b,0x015b
NtSetSystemCodeIntegrityRoots,,,,, , 
NtSetSystemEnvironmentValue,0x00ee,0x00ee,0x00ee,0x00ee,0x015c,0x015c
NtSetSystemEnvironmentValueEx,0x00ef,0x00ef,0x00ef,,0x015d,0x015d
NtSetSystemInformation,0x00f0,0x00f0,0x00f0,0x00f0,0x015e,0x015e
NtSetSystemPowerState,0x00f1,0x00f1,0x00f1,0x00f1,0x015f,0x015f
NtSetSystemTime,0x00f2,0x00f2,0x00f2,0x00f2,0x0160,0x0160
NtSetThreadExecutionState,0x00f3,0x00f3,0x00f3,0x00f3,0x0161,0x0161
NtSetTimer,0x00f4,0x00f4,0x00f4,0x00f4,0x0162,0x0162
NtSetTimerEx,,,,,0x0163,0x0163
NtSetTimerResolution,0x00f5,0x00f5,0x00f5,0x00f5,0x0164,0x0164
NtSetUuidSeed,0x00f6,0x00f6,0x00f6,0x00f6,0x0165,0x0165
NtSetValueKey,0x00f7,0x00f7,0x00f7,0x00f7,0x0166,0x0166
NtSetVolumeInformationFile,0x00f8,0x00f8,0x00f8,0x00f8,0x0167,0x0167
NtSetWinStationInformation,,,,, , 
NtShutdownSystem,0x00f9,0x00f9,0x00f9,0x00f9,0x0168,0x0168
NtShutdownWorkerFactory,,,,,0x0169,0x0169
NtSignalAndWaitForSingleObject,0x00fa,0x00fa,0x00fa,0x00fa,0x016a,0x016a
NtSinglePhaseReject,,,,,0x016b,0x016b
NtStartProfile,0x00fb,0x00fb,0x00fb,0x00fb,0x016c,0x016c
NtStartTm,,,,, , 
NtStopProfile,0x00fc,0x00fc,0x00fc,0x00fc,0x016d,0x016d
NtSubscribeWnfStateChange,,,,, , 
NtSuspendProcess,0x00fd,0x00fd,0x00fd,0x00fd,0x016e,0x016e
NtSuspendThread,0x00fe,0x00fe,0x00fe,0x00fe,0x016f,0x016f
NtSystemDebugControl,0x00ff,0x00ff,0x00ff,0x00ff,0x0170,0x0170
NtTerminateJobObject,0x0100,0x0100,0x0100,0x0100,0x0171,0x0171
NtTerminateProcess,0x0101,0x0101,0x0101,0x0101,0x0172,0x0172
NtTerminateThread,0x0102,0x0102,0x0102,0x0102,0x0173,0x0173
NtTestAlert,0x0103,0x0103,0x0103,0x0103,0x0174,0x0174
NtThawRegistry,,,,,0x0175,0x0175
NtThawTransactions,,,,,0x0176,0x0176
NtTraceControl,,,,,0x0177,0x0177
NtTraceEvent,0x0104,0x0104,0x0104,0x0104,0x0178,0x0178
NtTranslateFilePath,0x0105,0x0105,0x0105,0x0105,0x0179,0x0179
NtUmsThreadYield,,,,,0x017a,0x017a
NtUnloadDriver,0x0106,0x0106,0x0106,0x0106,0x017b,0x017b
NtUnloadKey,0x0107,0x0107,0x0107,0x0107,0x017c,0x017c
NtUnloadKey2,,,,,0x017d,0x017d
NtUnloadKeyEx,0x0108,0x0108,0x0108,0x0108,0x017e,0x017e
NtUnlockFile,0x0109,0x0109,0x0109,0x0109,0x017f,0x017f
NtUnlockVirtualMemory,0x010a,0x010a,0x010a,0x010a,0x0180,0x0180
NtUnmapViewOfSection,0x010b,0x010b,0x010b,0x010b,0x0181,0x0181
NtUnmapViewOfSectionEx,,,,, , 
NtUnsubscribeWnfStateChange,,,,, , 
NtUpdateWnfStateData,,,,, , 
NtVdmControl,0x010c,0x010c,0x010c,0x010c,0x0182,0x0182
NtW32Call,,,,, , 
NtWaitForAlertByThreadId,,,,, , 
NtWaitForDebugEvent,0x010d,0x010d,0x010d,0x010d,0x0183,0x0183
NtWaitForKeyedEvent,0x011a,0x011a,0x011a,0x011a,0x0184,0x0184
NtWaitForMultipleObjects,0x010e,0x010e,0x010e,0x010e,0x0185,0x0185
NtWaitForMultipleObjects32,,,,,0x0186,0x0186
NtWaitForSingleObject,0x010f,0x010f,0x010f,0x010f,0x0187,0x0187
NtWaitForWnfNotifications,,,,, , 
NtWaitForWorkViaWorkerFactory,,,,,0x0188,0x0188
NtWaitHighEventPair,0x0110,0x0110,0x0110,0x0110,0x0189,0x0189
NtWaitLowEventPair,0x0111,0x0111,0x0111,0x0111,0x018a,0x018a
NtWorkerFactoryWorkerReady,,,,,0x018b,0x018b
NtWriteErrorLogEntry,,,,, , 
NtWriteFile,0x0112,0x0112,0x0112,0x0112,0x018c,0x018c
NtWriteFileGather,0x0113,0x0113,0x0113,0x0113,0x018d,0x018d
NtWriteRequestData,0x0114,0x0114,0x0114,0x0114,0x018e,0x018e
NtWriteVirtualMemory,0x0115,0x0115,0x0115,0x0115,0x018f,0x018f
NtYieldExecution,0x0116,0x0116,0x0116,0x0116,0x0190,0x0190
TmSavepointTransaction,,,,, , 
VdmpExceptionHandler,,,,, , 
xHalLoadMicrocode,,,,,,
